report,scientificName,retrieved
hms_mk198rm2076,Pachygrapsus crassipes,2021-06-28T21:57:29.798141
hms_mk198rm2076,Pachygrapsus crassipes,2021-06-28T21:57:29.798141
hms_mk198rm2076,P. crassipes,2021-06-28T21:57:29.798141
hms_mk198rm2076,Pachygrapsus crassipes,2021-06-28T21:57:29.798141
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Tritonia,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe leonina,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe leonina,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe leonina,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe central,2021-06-28T21:57:30.216653
hms_mh941tj2907,Melibe,2021-06-28T21:57:30.216653
hms_md596pr7679,Pecten maximus,2021-06-28T21:57:30.658880
hms_md596pr7679,Mytilus edulis,2021-06-28T21:57:30.658880
hms_md596pr7679,Tonicella,2021-06-28T21:57:30.658880
hms_md596pr7679,Polyplacophora,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md596pr7679,Crustacea,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md596pr7679,D�c. stimuli,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md596pr7679,Cryptochiton stelleri,2021-06-28T21:57:30.658880
hms_md140bw3647,Dladora aspera,2021-06-28T21:57:31.097104
hms_md140bw3647,Arconoe vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,A. vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster ochraceus,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,A. vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadore aspera,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster ochraceus,2021-06-28T21:57:31.097104
hms_md140bw3647,D. aspera,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe vlttata,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe vittata,2021-06-28T21:57:31.097104
hms_md140bw3647,Pisaster ochraceus,2021-06-28T21:57:31.097104
hms_md140bw3647,Diadora,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_md140bw3647,Arctonoe,2021-06-28T21:57:31.097104
hms_mg401pm1592,Balanus eburneus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus amphitrite denticulata,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlamydomonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Arbacia,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus balanus larvae,2021-06-28T21:57:31.521750
hms_mg401pm1592,Skeletonema costatum,2021-06-28T21:57:31.521750
hms_mg401pm1592,Biddulphia regia,2021-06-28T21:57:31.521750
hms_mg401pm1592,Ditylum brightwellii,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus balanoides,2021-06-28T21:57:31.521750
hms_mg401pm1592,Elminius modestus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chthamalus stellatus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Lepas anatifera,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus glandula,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chthamalus dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella viridis,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium minutissima,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus glandula,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chthamalus dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Penin sula area,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus,2021-06-28T21:57:31.521750
hms_mg401pm1592,B. glandula larvae,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,N. closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,N. closterium minutissima,2021-06-28T21:57:31.521750
hms_mg401pm1592,G. dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,N. closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus used here,2021-06-28T21:57:31.521750
hms_mg401pm1592,Artemia salina,2021-06-28T21:57:31.521750
hms_mg401pm1592,Ghlorella stigmatophora,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus balanoides,2021-06-28T21:57:31.521750
hms_mg401pm1592,Elminius modestus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chthamalus stellatus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus glandula,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chthamalus dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella viridis,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium minutissima,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus,2021-06-28T21:57:31.521750
hms_mg401pm1592,B. glandula larvae,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Stichococcus,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Platymonas,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chlorella,2021-06-28T21:57:31.521750
hms_mg401pm1592,Nitzschia closterium,2021-06-28T21:57:31.521750
hms_mg401pm1592,N. dosterirm minutissima,2021-06-28T21:57:31.521750
hms_mg401pm1592,Dunaliella,2021-06-28T21:57:31.521750
hms_mg401pm1592,C. dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Cthamalus dalli,2021-06-28T21:57:31.521750
hms_mg401pm1592,Balanus glandula,2021-06-28T21:57:31.521750
hms_mg401pm1592,Chtamalus dalli,2021-06-28T21:57:31.521750
hms_mj526dg0556,Balanus glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus tintinnabulum,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus balanoides,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. tintin,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubs,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus crenatus,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus amphitrite communis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula after,2021-06-28T21:57:32.052076
hms_mj526dg0556,Planaria agilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. glandula,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis after,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mj526dg0556,Balanus crenatus,2021-06-28T21:57:32.052076
hms_mj526dg0556,B. nubilis,2021-06-28T21:57:32.052076
hms_mf150rs6817,Brachiostoma lanceolatum,2021-06-28T21:57:32.688629
hms_mf150rs6817,Myxine glutinosa,2021-06-28T21:57:32.688629
hms_mf150rs6817,Botryllus schlosseri,2021-06-28T21:57:32.688629
hms_mf150rs6817,Mustelus californicus,2021-06-28T21:57:32.688629
hms_mf150rs6817,Makaira nigricans,2021-06-28T21:57:32.688629
hms_mf150rs6817,Kona,2021-06-28T21:57:32.688629
hms_mf150rs6817,Mus musculus,2021-06-28T21:57:32.688629
hms_mf150rs6817,Valdivia,2021-06-28T21:57:32.688629
hms_mf150rs6817,Branchiostoma lanceolatum,2021-06-28T21:57:32.688629
hms_mf150rs6817,Drosophila melanogaster,2021-06-28T21:57:32.688629
hms_md789qn9310,Aplysia californica,2021-06-28T21:57:33.322523
hms_md789qn9310,Tritonia,2021-06-28T21:57:33.322523
hms_md789qn9310,Aplysia californica,2021-06-28T21:57:33.322523
hms_md789qn9310,Marinus,2021-06-28T21:57:33.322523
hms_md789qn9310,Tritonia,2021-06-28T21:57:33.322523
hms_md789qn9310,Tritonia,2021-06-28T21:57:33.322523
hms_md789qn9310,Aplysia californica,2021-06-28T21:57:33.322523
hms_mg761nc0661,Pagurus samuelis,2021-06-28T21:57:33.673857
hms_mg761nc0661,P. samuelis,2021-06-28T21:57:33.673857
hms_mg761nc0661,Pagurus samuelis,2021-06-28T21:57:33.673857
hms_mg761nc0661,Astacus,2021-06-28T21:57:33.673857
hms_mf880gs4777,Littorina littorea,2021-06-28T21:57:34.217450
hms_mf880gs4777,L. planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,L. planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,Littorina planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,Littorina planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,Littorina planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,Littorina,2021-06-28T21:57:34.217450
hms_mf880gs4777,L. planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,L. planaxis,2021-06-28T21:57:34.217450
hms_mf880gs4777,L. planaxis,2021-06-28T21:57:34.217450
hms_mj294wy7750,Itopalia lignosa,2021-06-28T21:57:34.602807
hms_mj294wy7750,Tonicella,2021-06-28T21:57:34.602807
hms_mj294wy7750,Lineata,2021-06-28T21:57:34.602807
hms_mj294wy7750,M. lignosa,2021-06-28T21:57:34.602807
hms_mj294wy7750,Hemigransus oregonensis,2021-06-28T21:57:34.602807
hms_mj294wy7750,Dana,2021-06-28T21:57:34.602807
hms_mj294wy7750,Dana,2021-06-28T21:57:34.602807
hms_mj294wy7750,Mopalia lignosa,2021-06-28T21:57:34.602807
hms_mj294wy7750,Ila lineata,2021-06-28T21:57:34.602807
hms_mj294wy7750,Ilo-palia lignosa,2021-06-28T21:57:34.602807
hms_md075rk2206,Balanus nubilis,2021-06-28T21:57:34.967438
hms_md075rk2206,Balanus,2021-06-28T21:57:34.967438
hms_md075rk2206,Balanus inrorovisus,2021-06-28T21:57:34.967438
hms_md075rk2206,Endocladia ten,2021-06-28T21:57:34.967438
hms_md075rk2206,Endocladia,2021-06-28T21:57:34.967438
hms_md075rk2206,Crustacea,2021-06-28T21:57:34.967438
hms_md075rk2206,Astacus,2021-06-28T21:57:34.967438
hms_md075rk2206,Maja,2021-06-28T21:57:34.967438
hms_md075rk2206,Bal anus nubilis,2021-06-28T21:57:34.967438
hms_md075rk2206,Crustacea,2021-06-28T21:57:34.967438
hms_md075rk2206,Crustacea,2021-06-28T21:57:34.967438
hms_md075rk2206,Crustacea,2021-06-28T21:57:34.967438
hms_md075rk2206,Ba���anus nubilis,2021-06-28T21:57:34.967438
hms_sk959hb7363,Lamna ditropis,2021-06-28T21:57:35.434200
hms_sk959hb7363,Retia,2021-06-28T21:57:35.434200
hms_sk959hb7363,L. ditropis,2021-06-28T21:57:35.434200
hms_sk959hb7363,Lamna ditropis,2021-06-28T21:57:35.434200
hms_sk959hb7363,Lamna nasus,2021-06-28T21:57:35.434200
hms_sk959hb7363,L. ditropis may,2021-06-28T21:57:35.434200
hms_sk959hb7363,L. ditropis,2021-06-28T21:57:35.434200
hms_sk959hb7363,Lamna,2021-06-28T21:57:35.434200
hms_sk959hb7363,L. ditropis cranium,2021-06-28T21:57:35.434200
hms_sg555jd9473,Fucus vesiculosus,2021-06-28T21:57:35.969441
hms_sg555jd9473,Strongylocentrotus purpuratus,2021-06-28T21:57:35.969441
hms_sg555jd9473,Yamada,2021-06-28T21:57:35.969441
hms_sg555jd9473,Yamada,2021-06-28T21:57:35.969441
hms_sg555jd9473,Fucus gardneri,2021-06-28T21:57:35.969441
hms_sg555jd9473,Strongylocentrotus purpuratus,2021-06-28T21:57:35.969441
hms_sg555jd9473,Yamada,2021-06-28T21:57:35.969441
hms_sg555jd9473,Yamada,2021-06-28T21:57:35.969441
hms_sg555jd9473,S. purpuratus,2021-06-28T21:57:35.969441
hms_sf268cs7826,Mytilus trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus edulis,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus californianus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. edulis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. californianus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. edulis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. californianus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,Mytilus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. galloprovincialis,2021-06-28T21:57:36.532201
hms_sf268cs7826,M. trossulus,2021-06-28T21:57:36.532201
hms_sm457jf7850,A. asmi,2021-06-28T21:57:36.889858
hms_sm457jf7850,A. asmi,2021-06-28T21:57:36.889858
hms_sm457jf7850,A. asmi,2021-06-28T21:57:36.889858
hms_sm457jf7850,Acmaea,2021-06-28T21:57:36.889858
hms_sm457jf7850,Patella vulgata,2021-06-28T21:57:36.889858
hms_sm457jf7850,T. funebralis,2021-06-28T21:57:36.889858
hms_sm457jf7850,Platymonas,2021-06-28T21:57:36.889858
hms_sm457jf7850,Stichococcus,2021-06-28T21:57:36.889858
hms_sm457jf7850,Stichococcus,2021-06-28T21:57:36.889858
hms_sm457jf7850,A. asmi larvae,2021-06-28T21:57:36.889858
hms_sm457jf7850,T. funebralis,2021-06-28T21:57:36.889858
hms_sm457jf7850,Acmaea,2021-06-28T21:57:36.889858
hms_sm457jf7850,Acmaea asmi,2021-06-28T21:57:36.889858
hms_sm457jf7850,Tegula,2021-06-28T21:57:36.889858
hms_sm457jf7850,Patella vulgata,2021-06-28T21:57:36.889858
hms_sm057bp1468,Balanus balanoides,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. porcatus,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. crenatus,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. modestus,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. balanoides,2021-06-28T21:57:37.351742
hms_sm057bp1468,Pollicipes polymerus according,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. balanoides,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,Chthamalus stellatus,2021-06-28T21:57:37.351742
hms_sm057bp1468,Verruca stroemia,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. perforatus,2021-06-28T21:57:37.351742
hms_sm057bp1468,Balanus glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,Balanus tintinnabulum,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula used,2021-06-28T21:57:37.351742
hms_sm057bp1468,Chthamalus dalli,2021-06-28T21:57:37.351742
hms_sm057bp1468,Tintinnabulum,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
hms_sm057bp1468,B. glandula,2021-06-28T21:57:37.351742
